-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.926990816987241395e-01
-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01
-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01
-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01
-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01
-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01
-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,-3.926990816987241395e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01,3.926990816987241395e-01
